tijd,meetwaarde
0.024,0
0.042,0
0.06,0
0.076,0
0.091,0
0.107,0
0.123,0
0.136,0
0.154,0
0.169,0
0.186,0
0.202,0
0.215,0
0.231,0
0.248,0
0.265,0
0.28,0
0.298,0
0.315,0
0.33,0
0.34,0
0.359,0
0.38,0
0.395,0
0.407,0
0.426,0
0.439,0
0.454,0
0.474,0
0.49,0
0.502,0
0.523,0
0.537,0
0.555,0
0.569,0
0.583,0
0.603,0
0.616,0
0.629,0
0.649,0
0.665,0
0.68,0
0.695,0
0.71,0
0.725,0
0.744,0
0.759,0
0.775,0
0.792,0
0.805,0
0.826,0
0.841,0
0.857,0
0.874,0
0.888,0
0.904,0
0.918,0
0.934,0
0.951,0
0.967,0
0.985,0
1.0,0
1.013,0
1.031,0
1.049,0
1.064,0
1.078,0
1.097,0
1.114,0
1.126,0
1.142,0
1.189,0
1.236,0
1.267,0
1.315,0
1.363,0
1.411,0
1.458,0
1.505,0
1.553,0
1.6,0
1.664,0
1.726,0
1.79,0
1.854,0
1.918,0
1.965,0
2.012,0
2.075,0
2.138,0
2.202,0
2.266,0
2.328,0
2.392,0
2.44,0
2.488,0
2.552,0
2.616,0
2.68,0
2.726,0
2.774,0
2.806,0
2.838,0
2.87,0
2.902,0
2.95,0
2.998,0
3.045,0
3.076,0
3.108,0
3.156,0
3.188,0
3.235,0
3.283,0
3.331,0
3.363,0
3.394,0
3.442,0
3.489,0
3.537,0
3.585,0
3.617,0
3.665,0
3.696,0
3.744,0
3.792,0
3.855,0
3.887,0
3.919,0
3.967,0
4.015,0
4.047,0
4.079,0
4.11,0
4.141,0
4.188,0
4.22,0
4.267,0
4.314,0
4.362,0
4.426,0
4.49,0
4.537,0
4.6,0
4.648,0
4.711,0
4.774,0
4.838,0
4.902,0
4.948,0
5.011,0
5.075,0
5.122,0
5.154,0
5.202,0
5.25,0
5.298,0
5.345,0
5.376,0
5.424,0
5.471,0
5.519,0
5.566,0
5.582,0
5.598,0
5.629,0
5.66,0
5.707,0
5.739,0
5.786,0
5.834,0
5.866,0
5.914,0
5.946,0
5.993,0
6.041,0
6.072,0
6.104,0
6.152,0
6.2,0
6.248,0
6.296,0
6.344,0
6.392,0
6.408,0
6.439,0
6.487,0
6.535,0
6.597,0
6.661,0
6.725,0
6.772,0
6.835,0
6.898,0
6.961,0
7.008,0
7.071,0
7.118,0
7.166,0
7.197,0
7.229,0
7.261,0
7.309,0
7.34,0
7.372,0
7.404,0
7.435,0
7.483,0
7.515,0
7.562,0
7.594,0
7.642,0
7.69,0
7.722,0
7.769,0
7.801,0
7.849,0
7.897,0
7.944,0
7.975,0
8.007,0
8.055,0
8.103,0
8.15,0
8.198,0
8.246,0
8.278,0
8.309,0
8.34,0
8.372,0
8.404,0
8.451,0
8.514,0
8.562,0
8.626,0
8.689,0
8.736,0
8.783,0
8.847,0
8.895,0
8.959,0
9.023,0
9.085,0
9.148,0
9.212,0
9.26,0
9.308,0
9.371,0
9.419,0
9.466,0
9.53,0
9.593,0
9.625,0
9.689,0
9.736,0
9.782,0
9.83,0
9.862,0
9.894,0
9.942,0
9.989,0
10.037,0
10.084,0
10.131,0
10.179,0
10.211,0
10.259,0
10.307,0
10.353,0
10.401,0
10.449,0
10.481,0
10.512,0
10.56,0
10.608,0
10.656,0
10.704,0
10.736,0
10.784,0
10.832,0
10.879,0
10.927,0
10.975,0
11.023,0
11.07,0
11.117,0
11.165,0
11.213,0
11.26,0
11.322,0
11.386,0
11.434,0
11.498,0
11.546,0
11.61,0
11.673,0
11.736,0
11.799,0
11.847,0
11.895,0
11.942,0
12.004,0
12.052,0
12.1,0
12.164,0
12.212,0
12.275,0
12.307,0
12.339,0
12.386,0
12.434,0
12.482,0
12.514,0
12.546,0
12.577,0
12.609,0
12.641,0
12.673,0
12.704,0
12.736,0
12.767,0
12.815,0
12.863,0
12.895,0
12.943,0
12.975,0
13.007,0
13.055,0
13.103,0
13.15,0
13.182,0
13.23,0
13.262,0
13.31,0
13.342,0
13.374,0
13.39,0
13.422,0
13.454,0
13.486,0
13.517,0
