tijd,meetwaarde
0.032,0
0.08,0
0.128,0
0.176,0
0.221,0
0.268,0
0.3,0
0.348,0
0.395,0
0.457,0
0.521,0
0.585,0
0.648,0
0.712,0
0.776,0
0.838,0
0.901,0
0.965,0
1.011,0
1.059,0
1.107,0
1.155,0
1.203,0
1.25,0
1.282,0
1.329,0
1.376,0
1.408,0
1.456,0
1.487,0
1.535,0
1.567,0
1.615,0
1.647,0
1.679,0
1.727,0
1.774,0
1.822,0
1.869,0
1.916,0
1.963,0
1.995,0
2.027,0
2.059,0
2.091,0
2.138,0
2.184,0
2.231,0
2.294,0
2.34,0
2.386,0
2.418,0
2.465,0
2.512,0
2.56,0
2.592,0
2.64,0
2.672,0
2.719,0
2.766,0
2.797,0
2.845,0
2.876,0
2.907,0
2.938,0
2.969,0
3.001,0
3.049,0
3.097,0
3.161,0
3.209,0
3.27,0
3.317,0
3.365,0
3.429,0
3.493,0
3.541,0
3.587,0
3.634,0
3.698,0
3.762,0
3.809,0
3.854,0
3.885,0
3.915,0
3.961,0
4.008,0
4.07,0
4.134,0
4.197,0
4.26,0
4.324,0
4.387,0
4.435,0
4.482,0
4.546,0
4.609,0
4.657,0
4.704,0
4.75,0
4.797,0
4.845,0
4.893,0
4.941,0
4.988,0
5.034,0
5.082,0
5.128,0
5.175,0
5.237,0
5.285,0
5.332,0
5.38,0
5.444,0
5.491,0
5.522,0
5.584,0
5.647,0
5.679,0
5.727,0
5.773,0
5.82,0
5.85,0
5.897,0
5.943,0
5.99,0
6.053,0
6.117,0
6.165,0
6.228,0
6.276,0
6.34,0
6.404,0
6.466,0
6.528,0
6.576,0
6.637,0
6.668,0
6.715,0
6.763,0
6.811,0
6.827,0
6.858,0
6.906,0
6.953,0
6.984,0
7.016,0
7.047,0
7.079,0
7.127,0
7.159,0
7.207,0
7.239,0
7.287,0
7.319,0
7.349,0
7.413,0
7.476,0
7.524,0
7.572,0
7.636,0
7.682,0
7.727,0
7.791,0
7.853,0
7.884,0
7.931,0
7.947,0
7.995,0
8.027,0
8.059,0
8.09,0
8.138,0
8.17,0
8.201,0
8.248,0
8.279,0
8.311,0
8.342,0
8.358,0
8.39,0
8.421,0
8.466,0
8.529,0
8.577,0
8.641,0
8.689,0
8.736,0
8.783,0
8.829,0
8.892,0
8.938,0
8.986,0
9.017,0
9.064,0
9.112,0
9.16,0
9.208,0
9.239,0
9.287,0
9.334,0
9.382,0
9.414,0
9.462,0
9.509,0
9.541,0
9.588,0
9.634,0
9.696,0
9.759,0
9.822,0
9.885,0
9.949,0
9.98,0
10.028,0
10.059,0
