tijd,meetwaarde
0.027,0
0.041,0
0.057,0
0.074,0
0.088,0
0.101,0
0.12,0
0.139,0
0.155,0
0.167,0
0.187,0
0.198,0
0.217,0
0.232,0
0.248,0
0.262,0
0.277,0
0.296,0
0.314,0
0.329,0
0.341,0
0.36,0
0.379,0
0.39,0
0.411,0
0.425,0
0.439,0
0.457,0
0.471,0
0.485,0
0.502,0
0.52,0
0.535,0
0.553,0
0.568,0
0.582,0
0.597,0
0.613,0
0.628,0
0.644,0
0.661,0
0.679,0
0.693,0
0.71,0
0.728,0
0.745,0
0.761,0
0.773,0
0.79,0
0.802,0
0.82,0
0.841,0
0.851,0
0.87,0
0.886,0
0.901,0
0.917,0
0.938,0
0.949,0
0.966,0
0.984,0
0.999,0
1.014,0
1.029,0
1.048,0
1.073,0
1.121,0
1.183,0
1.245,0
1.293,0
1.357,0
1.405,0
1.469,0
1.532,0
1.58,0
1.643,0
1.691,0
1.739,0
1.787,0
1.835,0
1.899,0
1.961,0
2.025,0
2.089,0
2.137,0
2.185,0
2.233,0
2.296,0
2.344,0
2.375,0
2.439,0
2.471,0
2.519,0
2.583,0
2.631,0
2.677,0
2.725,0
2.773,0
2.821,0
2.869,0
2.916,0
2.964,0
3.011,0
3.042,0
3.074,0
3.106,0
3.154,0
3.202,0
3.249,0
3.28,0
3.327,0
3.375,0
3.391,0
3.438,0
3.47,0
3.518,0
3.565,0
3.597,0
3.628,0
3.691,0
3.739,0
3.801,0
3.848,0
3.895,0
3.956,0
4.003,0
4.049,0
4.096,0
4.127,0
4.159,0
4.206,0
4.238,0
4.27,0
4.318,0
4.366,0
4.414,0
4.446,0
4.477,0
4.524,0
4.555,0
4.603,0
4.635,0
4.683,0
4.731,0
4.779,0
4.827,0
4.875,0
4.922,0
4.953,0
4.985,0
5.017,0
5.065,0
5.112,0
5.16,0
5.208,0
5.272,0
5.319,0
5.382,0
5.445,0
5.492,0
5.539,0
5.603,0
5.649,0
5.697,0
5.745,0
5.792,0
5.856,0
5.904,0
5.952,0
6.0,0
6.046,0
6.078,0
6.11,0
6.142,0
6.19,0
6.222,0
6.27,0
6.318,0
6.35,0
6.382,0
6.429,0
6.477,0
6.509,0
6.557,0
6.589,0
6.637,0
6.685,0
6.717,0
6.765,0
6.796,0
6.828,0
6.876,0
6.924,0
6.972,0
7.02,0
7.068,0
7.1,0
7.131,0
7.178,0
7.21,0
7.242,0
7.289,0
7.321,0
7.369,0
7.401,0
7.449,0
7.481,0
7.512,0
7.543,0
7.591,0
7.623,0
7.655,0
7.687,0
7.735,0
7.767,0
7.815,0
7.862,0
7.908,0
7.955,0
7.987,0
8.034,0
8.082,0
8.145,0
8.209,0
8.272,0
8.32,0
8.384,0
8.431,0
8.495,0
8.557,0
8.62,0
8.683,0
8.746,0
8.794,0
8.841,0
8.889,0
8.921,0
8.968,0
8.999,0
9.031,0
9.063,0
9.111,0
9.141,0
9.189,0
9.221,0
9.269,0
9.301,0
9.333,0
9.365,0
9.397,0
9.444,0
9.491,0
9.523,0
9.571,0
9.619,0
9.666,0
9.698,0
9.746,0
9.794,0
9.841,0
9.888,0
9.919,0
9.951,0
9.983,0
10.014,0
10.062,0
10.108,0
10.156,0
10.204,0
10.252,0
10.316,0
10.379,0
10.427,0
10.474,0
10.537,0
10.585,0
10.633,0
10.681,0
10.729,0
10.775,0
10.823,0
10.887,0
10.951,0
10.998,0
