tijd,meetwaarde
0.064,0
0.128,0
0.192,0
0.239,0
0.303,0
0.367,0
0.43,0
0.493,0
0.541,0
0.603,0
0.65,0
0.682,0
0.73,0
0.777,0
0.825,0
0.873,0
0.92,0
0.966,0
0.998,0
1.03,0
1.062,0
1.11,0
1.158,0
1.206,0
1.254,0
1.3,0
1.331,0
1.379,0
1.427,0
1.459,0
1.507,0
1.539,0
1.587,0
1.65,0
1.695,0
1.758,0
1.821,0
1.885,0
1.949,0
2.013,0
2.076,0
2.139,0
2.187,0
2.219,0
2.283,0
2.331,0
2.363,0
2.411,0
2.474,0
2.522,0
2.57,0
2.618,0
2.65,0
2.682,0
2.73,0
2.777,0
2.824,0
2.872,0
2.904,0
2.951,0
2.999,0
3.047,0
3.095,0
3.143,0
3.19,0
3.237,0
3.269,0
3.301,0
3.348,0
3.38,0
3.428,0
3.476,0
3.524,0
3.555,0
3.587,0
3.635,0
3.667,0
3.715,0
3.747,0
3.794,0
3.826,0
3.874,0
3.922,0
3.969,0
4.001,0
4.049,0
4.097,0
4.145,0
4.192,0
4.255,0
4.317,0
4.381,0
4.445,0
4.509,0
4.557,0
4.621,0
4.685,0
4.748,0
4.81,0
4.873,0
4.921,0
4.983,0
5.03,0
5.078,0
5.126,0
5.142,0
5.19,0
5.221,0
5.252,0
5.298,0
5.329,0
5.377,0
5.424,0
5.472,0
5.52,0
5.552,0
5.584,0
5.646,0
5.71,0
5.757,0
5.804,0
5.868,0
5.931,0
5.995,0
6.042,0
6.106,0
6.153,0
6.217,0
6.28,0
6.344,0
6.408,0
6.472,0
6.535,0
6.582,0
6.63,0
6.661,0
6.709,0
6.757,0
6.804,0
6.835,0
6.865,0
6.897,0
6.944,0
6.992,0
7.04,0
7.088,0
7.12,0
7.152,0
7.183,0
7.231,0
7.278,0
7.326,0
7.358,0
7.39,0
7.422,0
7.454,0
7.486,0
7.533,0
7.596,0
7.643,0
7.691,0
7.755,0
7.817,0
7.881,0
7.945,0
7.993,0
8.056,0
8.119,0
8.166,0
8.198,0
8.246,0
8.294,0
8.326,0
8.357,0
8.389,0
8.42,0
8.467,0
8.499,0
8.547,0
8.594,0
8.641,0
8.689,0
8.721,0
8.753,0
8.799,0
8.847,0
8.879,0
8.911,0
8.958,0
9.006,0
9.054,0
9.086,0
9.133,0
9.179,0
9.211,0
9.259,0
9.307,0
9.37,0
9.417,0
9.465,0
9.528,0
9.591,0
9.654,0
9.717,0
9.765,0
9.827,0
9.859,0
9.906,0
9.954,0
10.002,0
10.05,0
10.098,0
10.145,0
10.192,0
10.238,0
10.285,0
10.333,0
10.381,0
10.429,0
10.477,0
10.524,0
10.571,0
10.634,0
10.697,0
10.759,0
10.823,0
10.887,0
10.949,0
11.012,0
11.076,0
11.124,0
11.188,0
11.251,0
11.299,0
11.331,0
11.363,0
11.394,0
11.426,0
11.474,0
11.522,0
11.57,0
11.602,0
11.634,0
11.682,0
11.73,0
11.762,0
11.808,0
11.856,0
11.904,0
11.952,0
12.0,0
12.032,0
12.08,0
12.126,0
12.157,0
12.205,0
12.253,0
12.285,0
12.333,0
12.381,0
12.428,0
12.476,0
12.506,0
12.553,0
12.585,0
12.633,0
12.697,0
12.759,0
12.823,0
12.887,0
12.95,0
12.998,0
13.046,0
13.094,0
13.158,0
13.206,0
13.253,0
13.301,0
13.365,0
13.429,0
13.477,0
13.509,0
13.573,0
13.636,0
13.684,0
13.747,0
13.794,0
13.84,0
13.887,0
13.918,0
13.965,0
14.012,0
14.043,0
14.075,0
14.123,0
14.155,0
14.203,0
14.235,0
14.283,0
14.33,0
14.377,0
14.425,0
14.457,0
14.505,0
14.553,0
14.6,0
14.648,0
14.679,0
14.727,0
14.79,0
14.853,0
14.917,0
14.965,0
15.028,0
15.092,0
15.156,0
15.22,0
15.268,0
15.332,0
15.379,0
15.427,0
15.475,0
15.538,0
15.602,0
15.65,0
15.713,0
15.76,0
15.824,0
15.854,0
15.885,0
15.932,0
15.964,0
15.996,0
16.044,0
16.076,0
16.124,0
16.156,0
16.204,0
16.235,0
16.267,0
16.314,0
16.361,0
16.392,0
16.424,0
16.472,0
16.52,0
16.567,0
16.613,0
16.677,0
16.724,0
16.772,0
16.82,0
16.867,0
16.914,0
16.977,0
17.04,0
17.088,0
17.152,0
17.216,0
17.278,0
17.31,0
17.342,0
17.389,0
17.421,0
17.453,0
17.485,0
17.517,0
17.548,0
17.58,0
17.612,0
17.644,0
17.675,0
17.722,0
17.754,0
17.802,0
17.849,0
17.881,0
17.913,0
17.96,0
17.991,0
18.038,0
18.07,0
18.117,0
18.18,0
18.228,0
18.291,0
18.338,0
18.402,0
18.465,0
18.528,0
18.574,0
18.622,0
18.67,0
18.701,0
18.747,0
18.795,0
18.843,0
18.891,0
18.923,0
18.969,0
19.001,0
19.049,0
19.096,0
19.143,0
19.175,0
19.207,0
19.239,0
19.287,0
19.335,0
19.381,0
19.427,0
19.49,0
19.553,0
19.615,0
19.678,0
19.726,0
19.774,0
19.821,0
19.885,0
19.932,0
19.964,0
20.012,0
20.043,0
20.091,0
20.139,0
20.186,0
20.234,0
20.281,0
20.329,0
20.361,0
20.393,0
20.441,0
20.49,0
20.521,0
20.552,0
20.599,0
20.631,0
20.662,0
20.708,0
20.74,0
20.788,0
20.836,0
20.883,0
20.946,0
21.01,0
21.058,0
21.121,0
21.185,0
21.249,0
21.296,0
21.344,0
21.392,0
21.44,0
21.487,0
21.55,0
21.598,0
21.662,0
21.709,0
21.772,0
21.836,154
21.899,9604
21.931,16661
21.979,18362
22.027,19599
22.072,19783
22.119,19398
22.167,18698
22.215,17817
22.247,16896
22.295,16339
22.343,14952
22.391,10248
