tijd,meetwaarde
0.04,0
0.087,0
0.151,0
0.198,0
0.244,0
0.291,0
0.355,0
0.419,0
0.483,0
0.531,0
0.578,0
0.625,0
0.657,0
0.721,0
0.785,0
0.848,0
0.912,0
0.959,0
1.007,0
1.053,0
1.085,0
1.117,0
1.165,0
1.213,0
1.244,0
1.291,0
1.322,0
1.354,0
1.402,0
1.45,0
1.482,0
1.514,0
1.562,0
1.594,0
1.642,0
1.689,0
1.721,0
1.753,0
1.785,0
1.816,0
1.848,0
1.88,0
1.927,0
1.975,0
2.023,0
2.069,0
2.116,0
2.164,0
2.196,0
2.244,0
2.275,0
2.339,0
2.386,0
2.448,0
2.48,0
2.528,0
2.591,0
2.654,0
2.717,0
2.765,0
2.813,0
2.86,0
2.924,0
2.987,0
3.035,0
3.066,0
3.114,0
3.162,0
3.209,0
3.241,0
3.288,0
3.336,0
3.384,0
3.431,0
3.479,0
3.527,0
3.574,0
3.622,0
3.654,0
3.686,0
3.734,0
3.782,0
3.814,0
3.846,0
3.894,0
3.94,0
3.988,0
4.036,0
4.082,0
4.13,0
4.162,0
4.193,0
4.225,0
4.273,0
4.289,0
4.32,0
4.368,0
4.416,0
4.448,0
4.48,0
4.512,0
4.544,0
4.576,0
4.608,0
4.656,0
4.688,0
4.735,0
4.783,0
4.815,0
4.847,0
4.879,0
4.927,0
4.975,0
5.023,0
5.07,0
5.118,0
5.166,0
5.198,0
5.245,0
5.293,0
5.357,0
5.42,0
5.483,0
5.531,0
5.594,0
5.642,0
5.706,0
5.77,0
5.832,0
5.895,0
5.959,0
6.007,0
6.055,0
6.119,0
6.166,0
6.212,0
6.276,0
6.324,0
6.386,0
6.433,0
6.481,0
6.528,0
6.559,0
6.591,0
6.639,0
6.687,0
6.735,0
6.783,0
6.815,0
6.862,0
6.91,0
6.957,0
6.989,0
7.037,0
7.069,0
7.101,0
7.133,0
7.164,0
7.212,0
7.244,0
7.292,0
7.323,0
7.37,0
7.418,0
7.466,0
7.514,0
7.546,0
7.594,0
7.626,0
7.658,0
7.689,0
7.721,0
7.769,0
7.801,0
7.849,0
7.897,0
7.945,0
7.993,0
8.041,0
8.072,0
8.104,0
8.136,0
8.168,0
8.2,0
8.232,0
8.264,0
8.296,0
8.344,0
8.376,0
8.422,0
8.469,0
8.516,0
8.563,0
8.611,0
8.659,0
8.707,0
8.754,0
8.802,0
8.85,0
8.914,0
8.961,0
9.007,0
9.054,0
9.102,0
9.134,0
9.198,0
9.246,0
9.294,0
9.341,0
9.389,0
9.435,0
9.467,0
9.514,0
9.562,0
9.594,0
9.626,0
9.673,0
9.704,0
9.736,0
9.784,0
9.815,0
9.847,0
9.895,0
9.927,0
9.975,0
10.023,0
10.07,0
10.117,0
10.149,0
10.197,0
10.244,0
10.292,0
10.323,0
10.355,0
10.403,0
10.434,0
10.466,0
10.498,0
10.53,0
10.562,0
10.61,0
10.657,0
10.721,0
10.769,0
10.832,0
10.879,0
10.943,0
11.006,0
11.069,0
11.133,0
11.196,0
11.243,0
11.306,0
11.354,0
11.418,0
11.482,0
11.545,0
11.593,0
11.64,0
11.687,0
11.719,0
11.751,0
11.783,0
11.799,0
11.847,0
11.895,0
11.941,0
11.989,0
12.02,0
12.067,0
12.115,0
12.147,0
12.195,0
12.242,0
12.289,0
12.337,0
12.385,0
12.417,0
12.449,0
12.497,0
12.545,0
12.592,0
12.64,0
12.671,0
12.703,0
12.751,0
12.783,0
12.831,0
12.879,0
12.927,0
12.975,0
13.023,0
13.07,0
13.118,0
13.149,0
13.181,0
13.212,0
13.276,0
13.324,0
13.388,0
13.435,0
13.483,0
13.547,0
13.595,0
13.659,0
13.707,0
13.771,0
13.832,0
13.88,0
13.943,0
13.991,0
14.039,0
14.087,0
14.151,0
14.214,0
14.277,0
14.325,0
14.371,0
14.419,0
14.483,0
14.531,0
14.577,0
14.608,0
14.64,0
14.686,0
14.734,0
14.782,0
14.814,0
14.846,0
14.877,0
14.908,0
14.939,0
14.97,0
15.001,0
15.033,0
15.081,0
15.129,0
15.161,0
15.193,0
15.241,0
15.288,0
15.32,0
15.352,0
15.399,0
15.447,0
15.511,0
15.575,0
15.639,0
15.702,0
15.766,0
15.83,0
15.893,0
15.957,0
16.004,0
16.066,0
16.13,0
16.193,0
16.257,0
16.321,0
16.384,0
16.447,0
16.511,0
16.559,0
16.607,0
16.671,0
16.735,0
16.798,0
16.861,0
16.909,0
16.956,0
17.004,0
17.035,0
17.082,0
17.13,0
17.161,0
17.209,0
17.241,0
17.289,0
17.32,0
17.368,0
17.416,0
17.464,0
17.512,0
17.559,0
17.607,0
17.654,0
17.702,0
17.75,0
17.798,0
17.846,0
17.894,0
17.94,0
17.972,0
18.019,0
18.051,0
18.097,0
18.144,0
18.208,0
18.256,0
18.303,0
18.351,0
18.415,0
18.462,0
18.509,0
18.557,0
18.605,0
18.669,0
18.717,0
18.781,0
18.829,0
18.892,0
18.955,0
19.002,0
19.05,0
19.098,0
19.144,0
19.176,0
19.237,0
19.269,0
19.317,0
19.364,0
19.411,0
19.459,0
19.491,0
19.538,0
19.586,0
19.618,0
19.65,0
19.682,0
19.714,0
19.745,0
19.777,0
19.825,0
19.856,0
19.888,0
19.919,0
19.951,0
19.999,0
20.046,0
20.078,0
20.11,0
20.156,0
20.203,0
20.266,0
20.33,0
20.394,0
20.457,0
20.505,0
20.552,0
20.6,0
20.648,0
20.712,0
20.776,0
20.839,0
20.887,0
20.95,0
20.998,0
21.062,0
21.126,0
21.188,0
21.236,0
21.283,0
21.33,0
21.378,0
21.426,0
21.471,0
21.503,0
21.55,0
21.598,0
21.63,0
21.677,0
21.725,0
21.757,0
21.805,0
21.853,0
21.901,0
21.932,0
21.964,0
22.012,0
22.044,0
22.091,0
22.139,0
22.187,0
22.219,0
22.267,0
22.314,0
22.362,0
22.393,0
22.441,0
22.504,0
22.552,0
22.616,0
22.678,0
22.74,0
22.788,0
22.852,0
22.914,0
22.977,0
23.041,0
23.087,0
23.118,0
23.15,0
23.182,0
23.229,0
23.277,0
23.309,0
23.357,0
23.389,0
23.436,0
23.484,0
23.516,0
23.548,0
23.579,0
23.611,0
23.659,0
23.707,0
23.754,0
23.802,0
23.833,0
23.865,0
23.913,0
23.961,0
24.009,0
24.057,0
24.104,0
24.151,0
24.183,0
24.23,0
24.277,0
24.324,0
24.37,0
24.434,0
24.482,0
24.527,0
24.575,0
24.623,0
24.671,0
24.717,0
24.781,0
24.829,0
24.893,0
24.956,0
25.003,0
25.034,0
25.082,0
25.13,0
25.162,0
25.21,0
25.257,0
25.305,0
25.353,0
25.383,0
25.414,0
25.446,0
25.478,0
25.526,0
25.574,0
25.604,0
25.652,0
25.699,0
25.747,0
25.794,0
25.855,0
25.903,0
25.951,0
25.997,0
26.061,0
26.109,0
26.172,0
26.22,0
26.284,0
26.348,0
26.396,0
26.458,0
26.521,0
26.552,0
26.6,0
26.632,0
26.664,0
26.712,0
26.744,0
26.792,0
26.84,0
26.871,0
26.902,0
