tijd,meetwaarde
0.059,0
0.107,0
0.155,0
0.201,0
0.233,0
0.263,0
0.31,0
0.357,0
0.405,0
0.453,0
0.484,0
0.531,0
0.578,0
0.625,0
0.689,0
0.752,0
0.814,0
0.878,0
0.941,0
1.003,0
1.051,0
1.099,0
1.147,0
1.195,0
1.243,0
1.291,0
1.338,0
1.37,0
1.402,0
1.45,0
1.498,0
1.546,0
1.578,0
1.626,0
1.674,0
1.721,0
1.753,0
1.8,0
1.848,0
1.896,0
1.944,0
1.976,0
2.024,0
2.056,0
2.086,0
2.133,0
2.181,0
2.229,0
2.276,0
2.324,0
2.356,0
2.402,0
2.465,0
2.513,0
2.561,0
2.625,0
2.673,0
2.736,0
2.783,0
2.829,0
2.892,0
2.94,0
2.988,0
3.036,0
3.1,0
3.147,0
3.194,0
3.242,0
3.306,0
3.354,0
3.402,0
3.45,0
3.482,0
3.53,0
3.577,0
3.609,0
3.657,0
3.705,0
3.751,0
3.799,0
3.847,0
3.879,0
3.91,0
3.956,0
4.003,0
4.05,0
4.098,0
4.146,0
4.194,0
4.226,0
4.258,0
4.306,0
4.352,0
4.4,0
4.448,0
4.511,0
4.575,0
4.639,0
4.687,0
4.747,0
4.811,0
4.859,0
4.923,0
4.987,0
5.051,0
5.114,0
5.178,0
5.242,0
5.304,0
5.352,0
5.4,0
5.447,0
5.479,0
5.51,0
5.526,0
5.574,0
5.606,0
5.637,0
5.669,0
5.717,0
5.749,0
5.781,0
5.828,0
5.875,0
5.906,0
5.954,0
6.002,0
6.05,0
6.098,0
6.129,0
6.176,0
6.223,0
6.255,0
6.286,0
6.333,0
6.397,0
6.444,0
6.492,0
6.556,0
6.603,0
6.667,0
6.731,0
6.795,0
6.857,0
6.92,0
6.968,0
7.016,0
7.079,0
7.127,0
7.159,0
7.191,0
7.223,0
7.271,0
7.302,0
7.349,0
7.397,0
7.413,0
7.461,0
7.477,0
7.493,0
7.541,0
7.573,0
7.62,0
7.668,0
7.715,0
7.763,0
7.811,0
7.843,0
7.891,0
7.938,0
7.97,0
8.016,0
8.063,0
8.111,0
8.143,0
8.191,0
8.223,0
8.271,0
8.319,0
8.351,0
8.383,0
8.415,0
8.446,0
8.494,0
8.526,0
8.558,0
8.59,0
8.621,0
8.653,0
8.685,0
8.748,0
8.811,0
8.874,0
8.937,0
8.985,0
9.049,0
9.097,0
9.161,0
9.207,0
9.271,0
9.335,0
9.399,0
9.463,0
9.527,0
9.574,0
9.638,0
9.702,0
9.766,0
9.83,0
9.894,0
9.941,0
9.989,0
10.053,0
10.1,0
10.132,0
10.18,0
10.212,0
10.259,0
10.306,0
10.354,0
10.402,0
10.449,0
10.481,0
10.497,0
10.528,0
10.576,0
10.607,0
10.654,0
10.701,0
10.748,0
10.78,0
10.828,0
10.876,0
10.908,0
10.924,0
10.94,0
10.972,0
11.004,0
11.051,0
11.099,0
11.131,0
11.179,0
11.227,0
11.275,0
11.307,0
11.355,0
11.403,0
11.45,0
11.497,0
11.544,0
11.608,0
11.656,0
11.704,0
11.768,0
11.831,0
11.879,0
11.943,0
11.991,0
12.039,0
12.102,0
12.151,0
12.197,0
12.244,0
12.277,0
12.324,0
12.373,0
12.42,0
12.484,0
12.532,0
12.595,0
12.643,0
12.691,0
12.739,0
12.802,0
12.85,0
12.882,206
12.929,4084
12.977,12477
13.009,17013
13.041,18609
13.073,19507
13.136,19858
13.168,19584
13.215,19175
13.247,18377
13.279,17753
13.326,17147
13.374,16285
13.406,14768
13.438,11637
13.47,8728
13.502,6416
13.55,4801
13.582,3072
13.63,2298
13.66,1476
13.707,1118
13.754,713
13.802,451
13.818,263
13.866,214
13.914,107
13.962,21
14.009,0
14.071,0
14.135,0
14.198,0
14.261,0
14.307,0
14.37,0
14.433,0
14.497,0
14.529,0
14.593,0
14.641,0
14.689,0
14.721,0
14.753,0
14.784,0
14.816,0
14.864,0
14.88,0
14.896,0
14.928,0
14.96,0
15.008,0
15.04,0
15.071,0
15.118,0
15.149,0
15.181,0
15.229,0
15.261,0
15.293,0
15.324,0
15.355,0
15.403,0
15.451,0
15.499,0
15.53,0
15.577,0
15.609,0
15.656,0
15.703,0
15.751,0
15.799,0
15.846,0
15.91,0
15.957,0
16.004,0
16.052,0
16.115,0
16.147,0
16.194,0
16.257,0
16.304,0
16.368,0
16.432,0
16.496,0
16.56,0
16.607,0
16.639,0
16.654,0
16.685,0
16.732,0
16.764,0
16.812,0
16.844,0
16.891,0
16.923,0
16.955,0
16.986,0
17.034,0
17.081,0
17.113,0
17.161,0
17.193,0
17.225,0
17.272,0
17.32,0
17.368,0
17.415,0
17.463,0
17.495,0
17.543,0
17.591,0
17.639,0
17.687,0
17.735,0
17.782,0
17.83,0
17.878,0
17.91,0
17.942,0
17.99,0
18.038,0
18.054,0
18.102,0
18.15,0
18.197,0
18.245,0
18.293,0
18.357,0
18.421,0
18.469,0
18.532,0
18.596,0
18.66,0
18.724,0
18.788,0
18.836,0
18.899,0
18.947,0
19.011,0
19.075,0
19.139,0
19.187,0
19.251,0
19.314,0
19.362,0
19.41,0
19.458,0
19.522,0
19.586,0
19.633,0
19.696,0
19.744,0
19.808,0
19.856,0
19.92,0
19.968,0
20.015,0
20.047,0
20.095,0
20.143,0
20.175,0
20.223,0
20.287,0
20.335,0
20.398,0
20.445,0
20.509,0
20.557,0
20.62,0
20.668,0
20.7,0
20.747,0
20.792,0
20.84,0
20.872,0
20.92,0
20.952,0
21.0,0
21.047,0
21.079,0
21.111,0
21.143,0
21.174,0
21.206,0
21.238,0
21.27,0
21.286,0
21.334,0
21.382,0
21.43,0
21.462,0
21.494,0
21.525,0
21.557,0
21.589,0
21.605,0
21.621,0
21.653,0
21.701,0
21.733,0
21.781,0
21.813,0
21.845,0
21.877,0
21.908,0
21.956,0
22.004,0
22.052,0
22.1,0
22.131,0
22.163,0
22.211,0
22.227,0
22.258,0
22.274,0
22.29,0
22.322,0
22.37,0
22.386,0
22.418,0
22.45,0
22.498,0
22.546,0
22.61,0
22.673,0
22.737,0
22.784,0
22.832,0
22.896,0
22.96,0
23.023,0
23.087,0
23.119,0
23.183,0
23.247,0
23.311,0
23.375,0
23.422,0
23.454,0
23.517,0
23.581,0
23.645,0
23.693,0
23.757,0
23.804,0
23.852,0
23.9,0
23.963,0
24.027,0
24.075,0
24.139,0
24.202,0
24.25,0
24.314,0
24.377,0
24.409,0
24.471,0
24.518,0
24.55,0
24.598,0
24.63,0
24.662,0
24.678,0
24.726,0
24.773,0
24.805,0
24.837,0
24.884,0
24.915,0
24.931,0
24.979,0
25.011,0
25.059,0
25.091,0
25.139,0
25.171,0
25.219,0
25.251,0
25.266,0
25.298,0
25.346,0
25.378,0
25.426,0
25.458,0
25.506,0
25.538,0
25.569,0
25.617,0
25.648,0
25.68,0
25.728,0
25.76,0
25.808,0
25.84,0
25.872,0
25.904,0
25.936,0
25.968,0
26.03,0
26.078,0
26.125,0
26.189,0
26.253,0
26.315,0
26.347,0
26.379,0
26.426,0
26.474,0
26.522,0
26.554,0
26.618,0
26.682,0
26.746,0
26.777,0
26.824,0
26.888,0
26.92,0
26.968,0
27.031,0
27.063,0
27.095,0
27.111,0
27.142,0
27.19,0
27.206,0
27.238,0
27.27,0
27.318,0
27.35,0
27.382,0
27.43,0
27.478,0
27.509,0
27.557,0
27.589,0
27.62,0
27.652,0
27.7,0
27.732,0
27.764,0
27.812,0
27.844,0
27.889,0
27.921,0
27.969,0
28.017,0
28.065,0
28.113,0
28.145,0
28.193,0
28.241,0
28.287,0
28.335,0
28.383,0
28.415,0
28.446,0
28.478,0
28.51,0
28.526,0
28.558,0
28.59,0
28.622,0
28.653,0
28.701,0
28.717,0
28.765,0
28.797,0
28.845,0
28.893,0
28.925,0
28.973,0
29.036,0
29.084,0
29.148,0
29.212,0
29.275,0
29.339,0
29.401,0
29.465,0
29.528,0
29.592,0
29.639,0
29.687,0
29.719,0
29.782,0
29.846,0
29.894,0
29.942,0
29.99,0
30.038,0
30.086,0
30.132,0
30.164,0
30.195,0
30.227,0
30.243,0
30.291,0
30.307,0
30.339,0
30.371,0
30.403,0
30.451,0
30.467,0
30.483,0
30.53,0
30.562,0
30.61,0
30.658,0
30.69,0
30.722,0
30.754,0
30.786,0
30.818,0
30.866,0
30.912,0
30.944,0
30.992,0
31.024,0
31.071,0
31.103,0
31.135,0
31.166,0
31.198,0
31.245,0
31.293,0
31.341,0
31.389,0
31.437,0
31.469,0
31.517,0
31.548,0
31.58,0
31.611,0
31.658,0
31.722,0
31.754,0
31.802,0
31.85,0
31.898,0
31.961,0
32.024,0
32.086,0
32.133,0
32.181,0
32.245,0
32.309,0
32.372,0
32.436,0
32.484,0
32.532,0
32.564,0
32.612,0
32.66,0
32.708,0
32.755,0
32.787,0
32.835,0
32.899,0
32.963,0
33.011,0
33.075,0
33.122,0
33.17,0
33.234,0
33.298,0
33.346,0
33.378,0
33.426,0
33.458,0
33.474,0
33.521,0
33.569,0
33.617,0
33.664,0
33.696,0
33.743,0
33.775,0
33.823,0
33.87,0
33.918,0
33.965,0
34.013,0
34.061,0
34.092,0
34.14,0
34.188,0
34.22,0
34.267,0
34.315,0
34.363,0
34.411,0
34.443,0
34.475,0
34.507,0
34.539,0
34.571,0
34.618,0
34.666,0
34.698,0
34.745,0
34.792,0
34.84,0
34.888,0
34.904,0
34.967,0
35.029,0
35.093,0
35.157,0
35.203,0
35.234,0
35.298,0
35.346,0
35.393,0
35.441,0
35.489,0
