tijd,meetwaarde
0.032,0
0.08,0
0.096,0
0.143,0
0.174,0
0.221,0
0.253,0
0.301,0
0.349,0
0.381,0
0.429,0
0.461,0
0.508,0
0.54,0
0.586,0
0.649,0
0.697,0
0.745,0
0.793,0
0.856,0
0.904,0
0.967,0
1.031,0
1.079,0
1.127,0
1.19,0
1.238,0
1.3,0
1.347,0
1.411,0
1.443,0
1.507,0
1.554,0
1.602,0
1.634,0
1.681,0
1.711,0
1.742,0
1.79,0
1.837,0
1.885,0
1.917,0
1.965,0
2.013,0
2.045,0
2.075,0
2.122,0
2.17,0
2.218,0
2.25,0
2.297,0
2.361,0
2.425,0
2.487,0
2.535,0
2.598,0
2.662,0
2.71,0
2.774,0
2.837,0
2.884,0
2.948,0
3.011,0
3.075,0
3.122,0
3.185,0
3.231,0
3.279,0
3.311,0
3.358,0
3.406,0
3.454,0
3.502,0
3.55,0
3.597,0
3.644,0
3.676,0
3.724,0
3.756,0
3.787,0
3.835,0
3.867,0
3.914,0
3.945,0
3.993,0
4.024,0
4.056,0
4.118,0
4.182,0
4.214,0
4.276,0
4.338,0
4.386,0
4.45,0
4.514,0
4.577,0
4.625,0
4.656,0
4.687,0
4.718,0
4.766,0
4.814,0
4.844,0
4.892,0
4.94,0
4.988,0
5.02,0
5.068,0
5.099,0
5.147,0
5.179,0
5.226,0
5.274,0
5.322,0
5.353,0
5.401,0
5.449,0
5.48,0
5.527,0
5.575,0
5.623,0
5.67,0
5.734,0
5.796,0
5.844,0
5.907,0
5.955,0
6.018,0
6.081,0
6.129,0
6.177,0
6.241,0
6.305,0
6.368,0
6.416,0
6.464,0
6.511,0
6.527,0
6.575,0
6.607,0
6.655,0
6.687,0
6.733,0
6.765,0
6.812,0
6.86,0
6.907,0
6.955,0
7.002,0
7.049,0
7.081,0
7.112,0
7.16,0
7.207,0
7.254,0
7.286,0
7.334,0
7.366,0
7.413,0
7.476,0
7.538,0
7.586,0
7.634,0
7.697,0
7.761,0
7.809,0
7.857,0
7.919,0
7.982,0
8.045,0
8.077,0
8.125,0
8.157,0
8.205,0
8.253,0
8.3,0
8.348,0
8.395,0
8.442,0
8.49,0
8.538,0
8.57,0
8.618,0
8.665,0
8.713,0
8.761,0
8.809,0
8.857,0
8.905,0
8.953,0
8.985,0
9.032,0
9.062,0
9.11,0
9.142,0
9.19,0
9.238,0
9.286,0
9.334,0
9.365,0
9.413,0
9.46,0
9.522,0
9.57,0
9.618,0
9.682,0
9.746,0
9.809,0
9.856,0
9.904,0
9.966,0
10.014,0
10.076,0
10.124,0
10.172,0
10.188,0
